"Wscore","Lscore","Winning_team","Team1","Team2","Game_num1","Game_num2","Avg_score1","Avg_score2","Avg_allow1","Avg_allow2","dif","Team1_wins","Team2_wins","Team1_pct","Team2_pct","home"
85,77,"1",1125,1337,6,7,70.8,72.83333333,74.2,78.16666667,8,2,3,0.333333333333333,0.428571428571429,"2"
73,70,"2",1384,1127,6,8,76.6,60.71428571,79.6,71,-3,2,3,0.333333333333333,0.375,"1"
88,70,"2",1171,1130,6,7,63.8,69.33333333,76.6,70,-18,0,3,0,0.428571428571429,"2"
75,58,"2",1148,1135,6,9,70,77.875,72.4,80.625,-17,2,4,0.333333333333333,0.444444444444444,"1"
82,58,"1",1139,1146,8,8,78.42857143,70.71428571,60.71428571,84,24,7,1,0.875,0.125,"1"
82,59,"2",1115,1141,6,7,52.4,84,70,83.66666667,-23,0,4,0,0.571428571428571,"2"
82,70,"2",1394,1142,4,7,83.66666667,67.66666667,69.66666667,73.33333333,-12,3,2,0.75,0.285714285714286,"2"
83,59,"1",1143,1108,7,5,71.33333333,56.5,61.66666667,77.25,24,5,0,0.714285714285714,0,"1"
73,71,"2",1159,1144,7,6,71.33333333,64.8,80.16666667,76.6,-2,1,1,0.142857142857143,0.166666666666667,"Neutral"
69,66,"2",1333,1150,8,7,63.85714286,80.16666667,68.57142857,79,-3,2,4,0.25,0.571428571428571,"2"
79,52,"2",1419,1151,6,7,67.6,72.83333333,77.2,71,-27,1,4,0.166666666666667,0.571428571428571,"2"
83,76,"1",1152,1442,5,6,62,62.4,85.25,73.4,7,0,0,0,0,"2"
97,92,"1",1154,1367,7,8,93.66666667,75.28571429,105.6666667,84.71428571,5,3,3,0.428571428571429,0.375,"1"
73,62,"1",1156,1126,7,7,67.83333333,71,80.83333333,87.66666667,11,1,1,0.142857142857143,0.142857142857143,"1"
76,63,"2",1339,1160,6,8,79.4,75.71428571,76.4,64.71428571,-13,3,5,0.5,0.625,"1"
82,70,"1",1166,1103,8,7,92,77.66666667,74.42857143,66.33333333,12,7,5,0.875,0.714285714285714,"1"
78,77,"1",1168,1334,7,7,73.33333333,72.5,83.5,74.83333333,1,1,3,0.142857142857143,0.428571428571429,"1"
79,76,"2",1226,1169,8,7,68.28571429,80,80.14285714,96,-3,1,1,0.125,0.142857142857143,"2"
83,67,"1",1173,1457,7,6,76,76.4,68.66666667,76.6,16,4,3,0.571428571428571,0.5,"1"
57,55,"2",1451,1176,6,7,65.8,77.5,68.8,79.5,-2,1,2,0.166666666666667,0.285714285714286,"1"
78,72,"1",1180,1219,8,7,75.28571429,64.16666667,78.85714286,72,6,3,3,0.375,0.428571428571429,"2"
94,55,"2",1263,1181,7,9,70.66666667,84.625,78.83333333,64.25,-39,1,7,0.142857142857143,0.777777777777778,"2"
89,80,"1",1184,1267,8,7,76.42857143,83.83333333,80.42857143,78.16666667,9,3,5,0.375,0.714285714285714,"1"
69,56,"2",1300,1187,7,9,71.16666667,69.5,68.33333333,59.625,-13,4,6,0.571428571428571,0.666666666666667,"2"
72,67,"1",1191,1129,7,7,65.66666667,70.33333333,67.83333333,66,5,2,3,0.285714285714286,0.428571428571429,"1"
78,76,"1",1201,1179,6,6,71.2,64.4,68.6,70.4,2,3,0,0.5,0,"2"
79,46,"1",1202,1298,6,8,69.6,65.71428571,70.6,69.85714286,33,1,2,0.166666666666667,0.25,"1"
68,67,"2",1378,1203,7,8,71.33333333,72.14285714,72.16666667,71,-1,4,4,0.571428571428571,0.5,"2"
86,68,"1",1205,1440,6,6,69,65.6,80.4,75.6,18,1,0,0.166666666666667,0,"2"
79,68,"1",1206,1273,8,7,69,63.66666667,72.28571429,66.5,11,4,3,0.5,0.428571428571429,"1"
69,62,"1",1211,1112,8,8,85.57142857,75.42857143,65,63.14285714,7,7,6,0.875,0.75,"Neutral"
79,69,"2",1456,1214,6,7,74.8,56.16666667,79.8,71.16666667,-10,2,0,0.333333333333333,0,"2"
87,79,"1",1216,1357,9,8,70.625,69,78.375,80,8,1,3,0.111111111111111,0.375,"2"
64,52,"2",1200,1217,8,5,68.71428571,65.5,65.85714286,72.5,-12,4,0,0.5,0,"2"
88,80,"2",1194,1220,6,8,69.4,78,69.2,80.28571429,-8,1,4,0.166666666666667,0.5,"1"
105,61,"2",1341,1222,7,7,67.66666667,81.83333333,86.83333333,62.33333333,-44,1,5,0.142857142857143,0.714285714285714,"2"
71,54,"2",1110,1224,7,6,59.16666667,62.4,67,82.6,-17,1,0,0.142857142857143,0,"2"
68,66,"2",1413,1225,8,6,69.28571429,64.2,72.42857143,67.2,-2,4,2,0.5,0.333333333333333,"2"
64,46,"2",1433,1228,8,8,75.57142857,76.42857143,64.28571429,73.42857143,-18,6,4,0.75,0.5,"Neutral"
79,74,"1",1229,1307,5,8,73.25,78,68.25,72.57142857,5,2,5,0.4,0.625,"1"
90,79,"2",1254,1230,7,4,73.33333333,66.66666667,72.16666667,78,-11,5,0,0.714285714285714,0,"2"
62,61,"1",1232,1429,7,7,71.83333333,71.33333333,70.66666667,71.33333333,1,2,3,0.285714285714286,0.428571428571429,"2"
87,71,"2",1275,1236,7,7,76.33333333,81.16666667,75.66666667,78.16666667,-16,3,4,0.428571428571429,0.571428571428571,"2"
73,62,"1",1237,1123,8,7,73.14285714,77.33333333,77.42857143,76.66666667,11,2,3,0.25,0.428571428571429,"2"
71,59,"1",1241,1255,8,5,65.28571429,69,75.71428571,78.25,12,0,1,0,0.2,"2"
89,74,"1",1242,1390,8,9,85.14285714,66.75,68.28571429,60.5,15,6,6,0.75,0.666666666666667,"1"
84,53,"1",1243,1387,8,7,76.14285714,68.16666667,59.14285714,75.33333333,31,6,2,0.75,0.285714285714286,"2"
83,73,"1",1247,1137,6,9,84,74,80.2,70.875,10,3,6,0.5,0.666666666666667,"1"
64,58,"2",1352,1250,9,7,62,82.5,68.875,83.16666667,-6,2,2,0.222222222222222,0.285714285714286,"2"
88,59,"2",1368,1256,7,6,71.83333333,70,71.5,65.4,-29,3,2,0.428571428571429,0.333333333333333,"2"
79,70,"2",1213,1257,7,8,72.83333333,74.42857143,73.83333333,57.85714286,-9,3,6,0.428571428571429,0.75,"1"
64,57,"2",1291,1259,9,7,63.125,62.16666667,77.75,71.83333333,-7,1,2,0.111111111111111,0.285714285714286,"2"
65,59,"1",1260,1361,7,5,74,73.5,64.66666667,65,6,4,3,0.571428571428571,0.6,"1"
71,70,"1",1268,1329,8,7,71.71428571,98.5,69,82.33333333,1,6,5,0.75,0.714285714285714,"1"
74,57,"2",1459,1274,6,8,61.8,73.14285714,72.4,59,-17,0,5,0,0.625,"Neutral"
82,55,"2",1244,1276,8,8,75.14285714,69.71428571,80.57142857,59.85714286,-27,2,5,0.25,0.625,"2"
80,76,"2",1331,1277,7,9,63,70.75,81.33333333,68.625,-4,0,4,0,0.444444444444444,"2"
56,52,"1",1278,1435,8,8,78.71428571,74.71428571,67.71428571,69.85714286,4,6,4,0.75,0.5,"Neutral"
85,77,"2",1272,1279,8,8,85.71428571,82.42857143,71.57142857,81.57142857,-8,6,5,0.75,0.625,"2"
59,56,"1",1281,1443,7,8,73.16666667,66.57142857,63.5,73.42857143,3,3,3,0.428571428571429,0.375,"1"
75,69,"2",1454,1285,7,8,59.83333333,69.14285714,69.33333333,75,-6,2,1,0.285714285714286,0.125,"2"
67,55,"2",1375,1292,7,8,73.33333333,73.42857143,65.33333333,67.85714286,-12,5,6,0.714285714285714,0.75,"1"
86,76,"1",1293,1178,8,7,82,71.66666667,77.14285714,92.16666667,10,3,0,0.375,0,"1"
72,61,"1",1297,1313,7,7,74,60,73.33333333,77.33333333,11,3,0,0.428571428571429,0,"2"
77,73,"2",1131,1301,7,8,74.33333333,81.71428571,71.33333333,78.85714286,-4,3,5,0.428571428571429,0.625,"2"
98,89,"2",1234,1303,8,7,85.14285714,76.83333333,83.14285714,81.66666667,-9,3,2,0.375,0.285714285714286,"1"
73,61,"1",1304,1377,7,8,68.33333333,72.28571429,66.83333333,74.85714286,12,3,4,0.428571428571429,0.5,"1"
91,69,"2",1133,1305,7,9,74.33333333,76.875,75.83333333,70.125,-22,3,6,0.428571428571429,0.666666666666667,"1"
56,53,"1",1306,1221,7,8,61.33333333,60.42857143,70.5,68.14285714,3,3,3,0.428571428571429,0.375,"1"
93,85,"1",1308,1253,8,9,69.57142857,66.875,64.57142857,89,8,5,0,0.625,0,"1"
70,54,"2",1450,1309,7,5,78.5,67,80.5,85.25,-16,3,1,0.428571428571429,0.2,"1"
75,74,"1",1312,1262,8,9,73.71428571,77.75,76.42857143,84.75,1,3,2,0.375,0.222222222222222,"2"
80,64,"1",1321,1177,8,6,77.42857143,71.8,65.28571429,67.6,16,5,4,0.625,0.666666666666667,"1"
79,67,"1",1322,1431,5,5,56,69,79.5,77.75,12,0,1,0,0.2,"2"
78,68,"1",1324,1381,7,6,85.16666667,74.6,70.16666667,86.6,10,5,0,0.714285714285714,0,"1"
79,53,"1",1325,1136,6,8,79.2,72.85714286,71.6,83.28571429,26,4,2,0.666666666666667,0.25,"1"
70,62,"1",1326,1192,8,6,76.42857143,70.2,59.42857143,82.4,8,6,1,0.75,0.166666666666667,"1"
60,58,"1",1330,1406,7,7,61.66666667,72.5,58.66666667,69,2,4,3,0.571428571428571,0.428571428571429,"2"
128,59,"1",1332,1366,8,8,70.42857143,82.57142857,65.57142857,104.1428571,69,5,0,0.625,0,"1"
72,50,"2",1460,1336,8,9,78.85714286,72.375,77.28571429,71.625,-22,5,5,0.625,0.555555555555556,"2"
87,74,"1",1340,1410,5,9,80.75,75.75,89.25,86.5,13,1,2,0.2,0.222222222222222,"1"
63,60,"1",1344,1348,8,8,67.14285714,79.28571429,58.28571429,68.85714286,3,5,5,0.625,0.625,"1"
90,56,"2",1287,1345,6,8,72.8,81.85714286,77.8,67.71428571,-34,1,5,0.166666666666667,0.625,"2"
72,58,"1",1353,1288,7,7,72.5,66.66666667,65.16666667,78.33333333,14,5,1,0.714285714285714,0.142857142857143,"1"
77,68,"1",1355,1282,8,8,65.57142857,79,74.28571429,78,9,1,5,0.125,0.625,"1"
74,70,"2",1411,1356,8,7,72.42857143,75.66666667,74.14285714,77.16666667,-4,4,3,0.5,0.428571428571429,"2"
80,65,"2",1319,1360,8,8,66.85714286,67.85714286,80,76.42857143,-15,1,2,0.125,0.25,"1"
55,40,"1",1363,1365,6,9,69,67.5,71.8,68.125,15,2,3,0.333333333333333,0.333333333333333,"1"
80,73,"1",1373,1193,8,7,74.42857143,75.16666667,76.85714286,68.5,7,2,5,0.25,0.714285714285714,"1"
83,71,"2",1197,1380,7,5,72.16666667,73,85,78.25,-12,0,1,0,0.2,"1"
90,84,"2",1138,1382,6,7,67.4,82.5,76.8,71.83333333,-6,2,4,0.333333333333333,0.571428571428571,"2"
77,75,"1",1392,1318,7,8,68.83333333,74,76.16666667,71.85714286,2,1,4,0.142857142857143,0.5,"1"
77,71,"2",1316,1393,8,7,64.14285714,75.83333333,81.85714286,58.5,-6,1,4,0.125,0.571428571428571,"2"
77,54,"2",1117,1395,8,7,75.28571429,83.16666667,67,67.16666667,-23,6,6,0.75,0.857142857142857,"2"
70,62,"1",1396,1335,8,6,78.85714286,68.2,74.42857143,68.2,8,5,2,0.625,0.333333333333333,"1"
81,58,"1",1397,1210,5,7,74.75,71.83333333,79.75,65.33333333,23,1,4,0.2,0.571428571428571,"1"
72,71,"1",1398,1252,7,8,70.16666667,75.28571429,65.66666667,84.85714286,1,5,1,0.714285714285714,0.125,"2"
79,74,"1",1399,1105,8,7,72.14285714,53.5,78.14285714,86.5,5,1,0,0.125,0,"2"
85,84,"1",1403,1349,8,8,79,86,57.85714286,74.28571429,1,6,6,0.75,0.75,"1"
65,62,"1",1416,1269,7,7,71.83333333,74.66666667,53.33333333,69,3,5,5,0.714285714285714,0.714285714285714,"2"
97,92,"2",1246,1417,8,9,95.57142857,97,65,72.875,-5,7,8,0.875,0.888888888888889,"1"
92,72,"1",1418,1270,7,4,84.5,66,77.33333333,97.66666667,20,4,0,0.571428571428571,0,"2"
79,77,"2",1157,1421,8,7,68.57142857,66.16666667,71.85714286,71.66666667,-2,2,3,0.25,0.428571428571429,"1"
72,65,"2",1251,1422,6,7,66.2,65.33333333,72.4,60,-7,2,4,0.333333333333333,0.571428571428571,"2"
91,84,"2",1140,1425,8,8,88.28571429,80,75.42857143,64.28571429,-7,5,7,0.625,0.875,"Neutral"
77,61,"2",1317,1426,6,8,63.8,73.42857143,73.6,73.85714286,-16,2,4,0.333333333333333,0.5,"1"
75,71,"1",1430,1427,6,8,85.8,63.57142857,86.8,67.28571429,4,3,2,0.5,0.25,"1"
88,57,"2",1386,1437,7,8,72.66666667,78.71428571,71.66666667,61,-31,3,7,0.428571428571429,0.875,"2"
58,53,"2",1111,1441,6,7,73.6,50.83333333,84.6,76.66666667,-5,1,1,0.166666666666667,0.142857142857143,"1"
75,67,"2",1350,1448,8,8,70.85714286,82.28571429,67,72.85714286,-8,4,5,0.5,0.625,"1"
66,57,"2",1438,1452,8,7,71.42857143,94.66666667,44.14285714,60.83333333,-9,7,5,0.875,0.714285714285714,"1"
78,77,"2",1405,1453,8,7,80.14285714,74.16666667,83.85714286,79.33333333,-1,3,2,0.375,0.285714285714286,"1"
82,67,"2",1161,1455,7,8,68,82.71428571,59.5,58.85714286,-15,5,5,0.714285714285714,0.625,"1"
90,70,"1",1458,1328,9,7,73.75,80.33333333,59.625,66.33333333,20,6,5,0.666666666666667,0.714285714285714,"1"
81,73,"2",1320,1461,6,6,61.2,71.6,63,70.6,-8,2,3,0.333333333333333,0.5,"2"
59,55,"2",1107,1463,7,7,70.83333333,71.66666667,73.33333333,75.66666667,-4,3,2,0.428571428571429,0.285714285714286,"2"
97,91,"2",1154,1144,8,7,94.14285714,66.16666667,103.7142857,75.66666667,-6,4,2,0.5,0.285714285714286,"1"
85,56,"1",1153,1132,8,7,73.71428571,73.33333333,58.42857143,73.16666667,29,6,2,0.75,0.285714285714286,"1"
85,43,"1",1155,1164,7,9,75.5,57.125,71.16666667,84.5,42,4,0,0.571428571428571,0,"1"
76,61,"2",1172,1158,7,9,76.5,62.75,66.33333333,63,-15,5,5,0.714285714285714,0.555555555555556,"2"
90,76,"2",1227,1183,7,7,80.83333333,72.5,78.66666667,70.66666667,-14,3,3,0.428571428571429,0.428571428571429,"1"
93,88,"2",1370,1186,6,7,62.4,77.66666667,76.2,82.33333333,-5,1,4,0.166666666666667,0.571428571428571,"1"
85,82,"2",1204,1195,7,7,75.83333333,71.66666667,74.5,71.83333333,-3,3,3,0.428571428571429,0.428571428571429,"1"
67,48,"1",1199,1203,8,9,88.57142857,71.625,74.14285714,70.5,19,6,5,0.75,0.555555555555556,"Neutral"
77,74,"1",1207,1189,9,7,78.125,83.5,70.125,78,3,4,5,0.444444444444444,0.714285714285714,"1"
83,55,"1",1231,1369,8,7,86,76.5,67.85714286,76.16666667,28,6,3,0.75,0.428571428571429,"1"
75,64,"2",1379,1238,4,7,59.66666667,61.66666667,70.33333333,76.5,-11,1,0,0.25,0,"2"
89,79,"2",1208,1266,7,8,70,86.71428571,65.83333333,68.42857143,-10,4,5,0.571428571428571,0.625,"1"
82,60,"2",1209,1280,6,8,71.6,70.28571429,67.8,69.28571429,-22,3,5,0.5,0.625,"2"
94,88,"2",1145,1284,8,8,72.14285714,75.71428571,77.28571429,68.28571429,-6,3,5,0.375,0.625,"2"
74,58,"1",1310,1233,8,7,74,74.66666667,78.57142857,72.5,16,1,4,0.125,0.571428571428571,"2"
95,50,"1",1314,1347,8,7,87.57142857,60.83333333,67.71428571,70.66666667,45,6,2,0.75,0.285714285714286,"1"
107,53,"1",1323,1299,8,7,86.57142857,57.33333333,64,72.33333333,54,7,0,0.875,0,"1"
77,63,"2",1265,1346,9,7,71.625,73.5,80.5,86.66666667,-14,4,1,0.444444444444444,0.142857142857143,"2"
81,77,"1",1359,1240,8,8,73.71428571,69.28571429,68.71428571,69.57142857,4,4,4,0.5,0.5,"1"
71,65,"1",1367,1159,9,8,77.375,71.28571429,86.25,79.14285714,6,3,1,0.333333333333333,0.125,"Neutral"
74,60,"2",1175,1374,8,9,66.14285714,70.125,79.14285714,62.5,-14,1,5,0.125,0.555555555555556,"2"
70,54,"2",1198,1376,7,8,72.33333333,74.42857143,74.66666667,55.71428571,-16,1,7,0.142857142857143,0.875,"2"
84,70,"1",1389,1264,7,8,69.5,73.28571429,67.5,84.57142857,14,3,2,0.428571428571429,0.25,"1"
83,65,"2",1106,1407,8,7,65.42857143,65.66666667,79,72.33333333,-18,1,2,0.125,0.285714285714286,"2"
80,79,"2",1258,1129,4,8,68,69.85714286,68.66666667,66.85714286,-1,1,3,0.25,0.375,"1"
52,50,"2",1393,1163,8,7,76,65.66666667,60.28571429,69.83333333,-2,5,2,0.625,0.285714285714286,"Neutral"
81,47,"1",1167,1319,8,9,64.71428571,66.625,62.71428571,80,34,3,1,0.375,0.111111111111111,"2"
95,68,"2",1391,1234,8,9,75,85.625,84.57142857,85,-27,2,3,0.25,0.333333333333333,"2"
91,47,"1",1235,1303,8,8,83.85714286,79.85714286,63.42857143,82.71428571,44,5,3,0.625,0.375,"1"
76,66,"1",1239,1126,8,8,72.57142857,69.71428571,70.14285714,85.57142857,10,4,1,0.5,0.125,"2"
74,72,"1",1248,1383,7,8,65.5,60.85714286,75.83333333,77.28571429,2,2,1,0.285714285714286,0.125,"2"
98,65,"2",1108,1256,6,7,57,73,78.4,64.33333333,-33,0,3,0,0.428571428571429,"2"
90,89,"1",1339,1410,7,10,76.66666667,75.55555556,76.33333333,86.55555556,1,3,2,0.428571428571429,0.2,"1"
71,69,"1",1351,1373,7,9,69.16666667,75.125,68.33333333,76.375,2,3,3,0.428571428571429,0.333333333333333,"1"
76,70,"2",1169,1385,8,9,79.85714286,77,93.14285714,71.375,-6,2,3,0.25,0.333333333333333,"2"
86,69,"1",1401,1394,7,5,73.5,80.25,62.33333333,72.75,17,4,3,0.571428571428571,0.6,"1"
83,78,"1",1454,1286,8,7,61.14285714,80.33333333,70.14285714,77.66666667,5,2,3,0.25,0.428571428571429,"2"
79,57,"2",1414,1112,9,9,61.25,73.75,62.875,63.875,-22,4,6,0.444444444444444,0.666666666666667,"2"
84,72,"1",1116,1222,8,8,84.28571429,85.14285714,71.42857143,62.14285714,12,6,6,0.75,0.75,"1"
80,63,"2",1133,1123,8,8,73.57142857,75.14285714,78,76.14285714,-17,3,3,0.375,0.375,"2"
78,76,"1",1125,1252,7,9,73.16666667,74.75,74.66666667,83.25,2,3,1,0.428571428571429,0.111111111111111,"2"
75,64,"2",1193,1137,8,10,74.85714286,73.88888889,70.14285714,72.22222222,-11,5,6,0.625,0.6,"1"
107,97,"1",1141,1453,8,8,83.71428571,74.71428571,80.14285714,79,10,5,3,0.625,0.375,"1"
62,51,"2",1343,1143,5,8,70.25,73,73.5,61.28571429,-11,1,6,0.2,0.75,"Neutral"
96,85,"2",1267,1151,8,8,83.28571429,73.71428571,79.71428571,68.28571429,-11,5,5,0.625,0.625,"2"
80,61,"1",1177,1249,7,7,70.5,69.83333333,69.66666667,73.83333333,19,4,3,0.571428571428571,0.428571428571429,"1"
84,74,"2",1196,1181,9,10,77,85.66666667,63.625,63.22222222,-10,7,8,0.777777777777778,0.8,"Neutral"
69,66,"1",1191,1132,8,8,66.57142857,70.85714286,67.71428571,74.85714286,3,3,2,0.375,0.25,"1"
79,77,"1",1194,1326,7,9,71.16666667,75.625,72.33333333,59.75,2,1,7,0.142857142857143,0.777777777777778,"2"
98,49,"2",1379,1199,5,9,60.75,85.875,71.5,70.875,-49,1,7,0.2,0.777777777777778,"2"
61,58,"1",1202,1251,7,7,71.16666667,66,66.5,72.33333333,3,2,2,0.285714285714286,0.285714285714286,"2"
86,80,"2",1318,1217,9,6,74.125,65.2,72.5,68.4,-6,4,1,0.444444444444444,0.166666666666667,"2"
85,77,"1",1228,1237,9,9,74.875,73.125,70,75.5,8,5,3,0.555555555555556,0.333333333333333,"1"
105,62,"1",1242,1282,9,9,85.625,77.625,69,77.875,43,7,5,0.777777777777778,0.555555555555556,"1"
74,55,"1",1243,1341,9,8,77.125,66.71428571,58.375,89.42857143,19,7,1,0.777777777777778,0.125,"1"
84,81,"1",1266,1201,9,7,87,72.33333333,69.75,69.83333333,3,6,4,0.666666666666667,0.571428571428571,"1"
82,46,"1",1274,1354,9,6,73.25,53.4,58.75,87.4,36,6,0,0.666666666666667,0,"1"
53,50,"1",1276,1400,9,8,71.25,70.42857143,59.25,67,3,6,4,0.666666666666667,0.5,"1"
77,57,"1",1277,1464,10,8,71.77777778,79.14285714,69.44444444,83.57142857,20,5,3,0.5,0.375,"1"
74,68,"2",1312,1278,9,9,73.875,75.875,76.125,65.75,-6,4,7,0.444444444444444,0.777777777777778,"2"
81,55,"1",1281,1275,8,8,71.14285714,75.57142857,62.42857143,77.28571429,26,4,3,0.5,0.375,"1"
81,71,"2",1447,1284,7,9,67,78,68.66666667,70.75,-10,2,6,0.285714285714286,0.666666666666667,"1"
85,82,"2",1264,1288,9,8,72.875,65.42857143,84.5,77.42857143,-3,2,1,0.222222222222222,0.125,"2"
76,74,"2",1136,1298,9,9,70.375,63.25,82.75,71,-2,2,2,0.222222222222222,0.222222222222222,"2"
79,56,"2",1254,1300,8,8,74.14285714,69,74.71428571,68.42857143,-23,5,4,0.625,0.5,"2"
80,70,"2",1110,1306,8,8,58.42857143,60.57142857,67.57142857,68,-10,1,4,0.125,0.5,"1"
87,72,"1",1323,1236,9,8,89.125,82,62.625,77.14285714,15,8,5,0.888888888888889,0.625,"1"
95,57,"1",1344,1135,9,10,66.625,77.55555556,58.5,78.11111111,38,6,5,0.666666666666667,0.5,"1"
97,64,"2",1113,1345,9,9,85,82.875,82.875,66.25,-33,5,6,0.555555555555556,0.666666666666667,"Neutral"
51,39,"2",1330,1348,8,9,61.42857143,76.875,58.57142857,68.125,-12,5,5,0.625,0.555555555555556,"2"
64,60,"2",1182,1352,10,10,71.22222222,61.55555556,73.44444444,68.33333333,-4,4,2,0.4,0.2,"Neutral"
79,37,"2",1148,1353,7,8,68,72.42857143,72.83333333,64.14285714,-42,2,6,0.285714285714286,0.75,"2"
91,82,"1",1357,1262,9,10,70.25,77.33333333,80.875,83.66666667,9,3,2,0.333333333333333,0.2,"1"
68,57,"1",1371,1218,8,7,82.42857143,66.83333333,72.57142857,65.33333333,11,5,3,0.625,0.428571428571429,"Neutral"
81,75,"1",1382,1220,8,9,83.57142857,79.25,73.57142857,80.25,6,5,5,0.625,0.555555555555556,"2"
62,57,"1",1392,1250,8,8,70,79.85714286,76,79.57142857,5,2,3,0.25,0.375,"1"
90,50,"1",1397,1342,6,7,76,65,75.4,77.83333333,40,2,2,0.333333333333333,0.285714285714286,"1"
78,67,"1",1421,1189,8,8,68,82.14285714,72.42857143,77.85714286,11,4,5,0.5,0.625,"2"
87,80,"1",1428,1430,5,7,82.5,84,67.5,84.16666667,7,3,4,0.6,0.571428571428571,"1"
90,63,"2",1219,1435,8,9,65.28571429,71.875,72.85714286,68.125,-27,3,4,0.375,0.444444444444444,"2"
89,79,"1",1437,1247,9,7,79.875,83.83333333,60.5,79,10,8,4,0.888888888888889,0.571428571428571,"Neutral"
76,53,"1",1438,1187,9,10,69.625,69.44444444,46.875,59.22222222,23,7,7,0.777777777777778,0.7,"1"
91,74,"1",1448,1150,9,8,81.375,78.57142857,72.125,77.14285714,17,6,5,0.666666666666667,0.625,"1"
75,45,"1",1455,1387,9,8,82.625,66,59.875,76.57142857,30,6,2,0.666666666666667,0.25,"1"
87,63,"2",1164,1103,10,8,55.55555556,76.57142857,84.55555556,68.57142857,-24,0,5,0,0.625,"2"
78,66,"1",1107,1265,8,10,68.57142857,70.66666667,71.28571429,80.11111111,12,3,4,0.375,0.4,"1"
79,71,"2",1102,1119,8,8,78.42857143,77.85714286,72,74.85714286,-8,4,3,0.5,0.375,"2"
73,64,"2",1159,1127,9,9,70.5,62.25,78.125,70.875,-9,1,4,0.111111111111111,0.444444444444444,"1"
77,66,"2",1451,1140,7,9,64,87.75,66.83333333,77.375,-11,1,5,0.142857142857143,0.555555555555556,"2"
87,77,"1",1145,1131,9,8,74.125,74.14285714,79.375,72.14285714,10,3,3,0.333333333333333,0.375,"2"
85,62,"1",1156,1444,8,7,68.57142857,73.66666667,78.14285714,81.5,23,2,1,0.25,0.142857142857143,"1"
68,66,"1",1160,1462,9,9,75.75,76.625,64.5,65.625,2,6,7,0.666666666666667,0.777777777777778,"1"
77,62,"1",1166,1304,9,8,90.75,69,73.875,66,15,8,4,0.888888888888889,0.5,"2"
80,76,"1",1184,1239,9,9,78,73,80.375,69.625,4,4,5,0.444444444444444,0.555555555555556,"2"
66,63,"2",1396,1203,9,10,77.75,69,72.875,70.11111111,-3,6,5,0.666666666666667,0.5,"1"
69,63,"2",1214,1205,8,7,59.42857143,71.83333333,70.85714286,78.33333333,-6,1,2,0.125,0.285714285714286,"2"
85,66,"2",1336,1206,10,9,72.33333333,70.25,69.22222222,71.75,-19,6,5,0.6,0.555555555555556,"1"
76,73,"1",1210,1433,8,9,69.85714286,71.875,67.57142857,64.25,3,4,6,0.5,0.666666666666667,"2"
98,71,"1",1211,1449,9,8,83.5,88.14285714,64.625,79.71428571,27,8,4,0.888888888888889,0.5,"1"
76,72,"1",1213,1361,8,6,72.42857143,70.6,74.57142857,65,4,3,3,0.375,0.5,"1"
74,66,"2",1130,1217,8,7,72,68.66666667,70,70.33333333,-8,4,2,0.5,0.285714285714286,"1"
62,47,"1",1223,1389,5,8,75.5,71.57142857,94.75,67.85714286,15,0,4,0,0.5,"1"
72,71,"2",1139,1232,9,8,78.875,70.42857143,60.375,69.28571429,-1,8,3,0.888888888888889,0.375,"2"
90,73,"1",1233,1192,8,7,72.28571429,68.83333333,72.71428571,80.33333333,17,4,1,0.5,0.142857142857143,"2"
100,72,"1",1245,1310,8,9,78,74,69.28571429,76,28,4,2,0.5,0.222222222222222,"1"
87,63,"1",1246,1434,9,8,95.125,73.57142857,69,69,24,7,6,0.777777777777778,0.75,"1"
75,66,"2",1337,1253,8,10,73.42857143,68.88888889,79.14285714,89.44444444,-9,3,0,0.375,0,"2"
74,51,"1",1257,1356,9,8,75,75.42857143,59.375,76.14285714,23,7,4,0.777777777777778,0.5,"1"
77,64,"2",1460,1260,9,8,75.25,72.71428571,76.625,63.85714286,-13,5,5,0.555555555555556,0.625,"2"
55,53,"2",1221,1263,9,8,59.5,68.42857143,66.625,81,-2,3,1,0.333333333333333,0.125,"2"
79,56,"1",1268,1224,9,7,71.625,63.83333333,69.125,77.83333333,23,7,1,0.777777777777778,0.142857142857143,"1"
79,71,"2",1369,1283,8,6,73.42857143,77.4,77.14285714,65.6,-8,3,3,0.375,0.5,"1"
81,62,"2",1363,1285,7,9,66.66666667,69.875,66.5,74.25,-19,3,2,0.428571428571429,0.222222222222222,"2"
80,70,"1",1297,1183,8,8,73.71428571,75,71.57142857,71.42857143,10,4,4,0.5,0.5,"1"
78,77,"2",1431,1307,6,9,68.6,77.5,78,73.375,-1,1,5,0.166666666666667,0.555555555555556,"2"
83,74,"2",1172,1314,8,9,74.28571429,88.5,67.71428571,65.5,-9,5,7,0.625,0.777777777777778,"2"
74,56,"2",1295,1315,8,4,65.14285714,70.33333333,64.28571429,71.33333333,-18,4,1,0.5,0.25,"1"
86,58,"1",1320,1355,7,9,63.16666667,67,66,73.5,28,2,2,0.285714285714286,0.222222222222222,"1"
92,66,"1",1328,1331,8,8,78.85714286,64.85714286,69.71428571,81.14285714,26,5,0,0.625,0,"1"
81,52,"2",1248,1335,8,7,66.71428571,67.16666667,75.28571429,68.5,-29,3,2,0.375,0.285714285714286,"2"
